INPUT,/mˈiːllem/,/fˈiːn̪em/,/spˈiːn̪ɑm/,/lˈiːn̪eɑm/,/fˈiːlius/,/mˈiːkɑm/,/wˌiːllˈɑːn̪um/,/hˌiːbˈern̪um/,/kwˌiːn̪kwɑːɡˈin̪t̪ɑm/,/lˌiːmˈɑːre/,/fˌiːlikˈellɑm/,/lˌiːn̪eˈɑːt̪ɑm/,/t̪ˌiːt̪iˈoːn̪em/,/ˈillɑm/,/d̪ˈeːbit̪ɑm/,/fˈin̪d̪ere/,/prˌehˈen̪d̪ere/,/fˈeːmin̪ɑm/,/ˈilloːs/,/fˈid̪em/,/krˈeːt̪ɑm/,/plˈeːn̪um/,/plˈeːn̪ɑm/,/kˈeːrɑm/,/rˌɑkˈeːmum/,/pˌɑrˈikulum/,/ˌin̪sˈiɡn̪iɑm/,/fˈin̪kt̪um/,/t̪ˈeːkt̪um/,/rˈiɡid̪ɑm/,/sˈept̪em/,/t̪ˈempus/,/bˈellus/,/pˈed̪em/,/hˈeri/,/fˈerɑm/,/bˈen̪e/,/t̪ˈen̪en̪t̪/,/d̪ˈeum/,/wˈet̪ulum/,/wˈet̪uloːs/,/t̪ˈen̪eɑt̪/,/ˌin̪ɡˈen̪ioːs/,/t̪ˈen̪eo/,/pˈejus/,/lˈekt̪um/,/pˌersˈoːn̪ɑm/,/fˌirmˈɑːre/,/lˌewiˈɑːrium/,/d̪ˌisfˈɑkere/,/n̪ˌepˈoːt̪em/,/d̪ˌeːbˈeːre/,/sˌen̪t̪ˈiːre/,/sˌin̪ɡulˈɑːrem/,/fˌen̪ˈɑːre/,/mˌin̪ˈɑːri/,/fˌimˈɑːrium/,/fˌilt̪rˈɑːre/,/bˌellit̪ˈɑːt̪em/,/sˌen̪iˈoːrem/,/pˌin̪kt̪ˈuːrɑm/,/mˌeliˈoːrem/,/wˌiɡilˈɑːre/,/mˌed̪iˈɑːn̪um/,/wˌeːkt̪ˈuːrɑm/,/frˌikˈɑːre/,/pˈɑrt̪em/,/ˌae̯t̪ˈɑːt̪ikum/,/pˈɑst̪ɑm/,/ɡrˈɑn̪d̪em/,/lˈɑmin̪ɑm/,/ˈɑlbɑm/,/iˈɑm/,/ɡrˈɑːt̪um/,/t̪ˈɑːlem/,/mˈɑre/,/mˈɑt̪rem/,/mˈɑn̪u/,/ˈɑmɑt̪/,/pˈɑːloːs/,/pˌiet̪ˈɑːt̪em/,/mˌɑn̪d̪uːkˈɑːre/,/kˈɑːrum/,/kˈɑːrɑm/,/kˈɑn̪em/,/iˈɑket̪/,/ˈɑllium/,/pˈɑleɑm/,/ˈɑllioːs/,/mˌon̪t̪ˈɑːn̪eɑm/,/sˈɑn̪kt̪um/,/mˈɑɡis/,/hˈɑbeo/,/ˌɑbbˈɑːt̪em/,/mˌɑrˈiːt̪um/,/bˌɑst̪ˈiːre/,/sˌɑːn̪it̪ˈɑːt̪em/,/ˌɑn̪n̪ˈɑːt̪ɑm/,/sˌɑlt̪ˈɑːre/,/kˌɑbˈɑllum/,/kˌɑlˈeːre/,/pˌɑleˈɑːrium/,/ˌɑɡn̪ˈelloːs/,/sˌɑn̪kt̪it̪ˈɑːt̪em/,/mˌɑn̪siˈoːn̪em/,/mˈort̪em/,/t̪ˈost̪um/,/pˈoːn̪t̪em/,/fˈolleːs/,/bˈowem/,/pˈot̪et̪/,/ˈokulum/,/fˈoliɑ/,/ˈokuloːs/,/n̪ˈokt̪em/,/hˈod̪ie/,/t̪ˌormˈen̪t̪um/,/mˌorˈiːri/,/d̪ˌubit̪ˈɑːre/,/n̪ˌoːd̪ˈɑːre/,/fˌon̪t̪ˈɑːn̪ɑm/,/fˌun̪d̪ˈɑːre/,/hˌon̪ˈoːrem/,/d̪ˌoːn̪ˈɑːre/,/sˌolid̪ˈɑːre/,/kˌulpˈɑbilem/,/kˌun̪eˈɑːt̪ɑm/,/pˌun̪kt̪ˈuːrɑm/,/bˌulliˈen̪t̪em/,/mˌod̪iˈolum/,/t̪ˌoːn̪siˈoːn̪em/,/ɡˈut̪t̪ɑm/,/kˌohˈort̪em/,/kˈubit̪um/,/fˈun̪d̪us/,/sˈummɑm/,/pˈulwerem/,/illˈoːrum/,/n̪ˈoːd̪um/,/d̪ˈoːn̪um/,/d̪ˈoːn̪ɑt̪/,/lˈupɑm/,/kˈoːleɑm/,/fˈulɡerem/,/wˌereːkˈun̪d̪iɑm/,/pˈun̪kt̪um/,/kˈun̪eum/,/n̪ˈukem/,/kˌon̪n̪ˈoːskere/,/n̪ˈuːllum/,/mˈuːrum/,/ˌuːn̪um/,/ˌuːn̪ɑm/,/kˈuːlloːs/,/iˈuːn̪ium/,/frˈuːkt̪um/,/mˌuːrˈɑːliɑ/,/pˌuːrɡˈɑːre/,/lˌuːn̪isd̪ˈiːem/,/fˌuːmˈɑːre/,/pˌuːlikˈellɑm/,/ˌuːst̪iˈɑːrium/,/ˌeksfrˌuːkt̪ˈɑre/,/ˈɑwrum/,/pˈɑwper/,/kˈɑwsɑm/,/ɡˈɑwt̪ɑm/,/sˈɑɡmɑm/,/ɡˈɑwd̪iɑ/,/lˌɑwrˈɑːrium/,/ˌɑwsˈɑːre/,/lˌɑwd̪ˈɑːre/,/sˌɑɡmˈɑːrium/,/ˌɑwikˈelloːs/,/pˈuːrum/,/t̪ˈɑlpɑm/,/kˈɑmpum/,/rˈiːpɑm/,/lˈeporem/,/kˈɑpum/,/kˈuppɑm/,/d̪rˈɑppum/,/d̪ˈuplum/,/sˈɑpiɑm/,/rˈumpere/,/kˈorpus/,/bˈɑrbɑm/,/t̪ˌɑbˈoːn̪em/,/n̪ˈuːbɑm/,/hˌɑbˈeːre/,/lˈiːbrɑm/,/t̪ˈɑbulɑm/,/rˈubeum/,/mˈembrum/,/prˈesbyt̪er/,/wˈen̪t̪um/,/sˌerwˈiːre/,/pˌɑwˈoːrem/,/lˌɑwˈɑːrɛ/,/wˈiːwere/,/n̪ˈɑːwem/,/kˌiːwit̪ˈɑːt̪em/,/bˈowes/,/kˈɑweɑm/,/sˈerwit̪/,/d̪ˈuːrum/,/mˈɑn̪d̪ˈɑːre/,/t̪ˈɑrd̪um/,/n̪ˈuːd̪ɑm/,/n̪ˈuːd̪um/,/d̪iˈurn̪um/,/pˈed̪es/,/rˌɑːd̪iːkˈiːn̪ɑm/,/mˈord̪ere/,/t̪ˈuː/,/pˈort̪ɑm/,/fˈort̪em/,/wˈiːt̪ɑm/,/pˈɑt̪rem/,/sˈun̪t̪/,/t̪ˈen̪et̪/,/pˈort̪ɑt̪/,/t̪ˈoːt̪t̪ɑm/,/t̪ˈoːt̪t̪um/,/ˌɑd̪sˈɑt̪is/,/fˈort̪iɑm/,/rˌɑt̪iˈoːn̪em/,/prˈet̪ium/,/ˈɑlt̪erum/,/t̪ˌest̪imˈoːn̪ium/,/sˈoror/,/ˈursɑm/,/kˈursum/,/rˈiːsum/,/spˈɑt̪ʰɑm/,/prˈessɑm/,/bˈɑssum/,/mˌiskulˈɑːre/,/fˈest̪ɑm/,/mˌessiˈoːn̪em/,/ˈɑn̪n̪oːs/,/rˈiːd̪ere/,/ˌɑmˈɑːrɑm/,/pˌort̪ˈɑːre/,/ˌoperˈɑːrium/,/pˌort̪ɑt̪ˈoːrem/,/fˈerrum/,/wˈɑrium/,/mˈɑjum/,/kˈen̪t̪um/,/rˈumikem/,/kˈɑrkerem/,/plˌɑkˈeːre/,/pˈikem/,/fˈɑkiɑm/,/brˈɑkkʰium/,/kˈɑrrum/,/plˈikɑt̪/,/bˈɑkɑm/,/lˌokˈɑːre/,/ˈɑrkuːm/,/kˈirkulum/,/pˈorkoːs/,/sˌekˈuːrum/,/sˈikkum/,/sˈikkɑm/,/lˈɑkrimɑm/,/lˌɑksˈɑːre/,/ˈɑksem/,/t̪rˌɑkt̪ˈɑːre/,/fˈɑkt̪um/,/ɡˈen̪t̪em/,/plˈɑn̪ɡere/,/sˌiɡˈelloːs/,/flˌɑɡˈelloːs/,/ˌeksˈɑɡium/,/ɡˈɑlbin̪um/,/rˈiɡɑm/,/plˈɑːɡɑm/,/rˈuːɡɑm/,/d̪ˈoːɡɑm/,/ɡˈust̪um/,/lˈon̪ɡoːs/,/ˈun̪ɡulɑm/,/ˌɑwɡˈust̪um/,/n̪ˈiɡrum/,/pˌereɡrˈiːn̪um/,/pˈoːmɑm/,/fˈɑmem/,/kˈɑmerɑm/,/kˈumulum/,/sˈiːmium/,/d̪ˈormit̪/,/n̪ˈɑːsum/,/lˈuːn̪ɑm/,/pˈin̪n̪ɑm/,/ˈɑn̪n̪um/,/ˈɑn̪imɑm/,/ˈɑn̪imɑm/,/pˈon̪ere/,/bˈɑln̪eum/,/bˈɑln̪eoːs/,/ˈɑːlɑm/,/mˌɑlum/,/fˈiːliɑm/
R639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/t̪jˈẽn̪/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/kwˈĩn̪/,,,,,,,,*/ʒɥˈĩn̪/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/t̪ˌɛ̃ːmwˈĩn̪/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/bˈɛ̃j̃n̪/,,,,
R640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/t̪jˈẽn̪ə/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/pˌɔrt̪ə̯ˈør/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˌaˈaʒə/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/pə̯ˈør/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/sə̯ˈyr/,,,,,,,,,,*/sə̯e̯ˈaws/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R644,,,,,,*/mˈiə̯/,,,,,,*/lˌĩɲjˈeə̯/,,,,,,,,,*/krˈajə̯/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˌãn̪ˈeə̯/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/kˌũɲjˈeə̯/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ʒˈuə̯/,,*/ʒwˈɛə̯/,,,,,,,,,,,,,,,,,,,,*/n̪ˈyə̯/,,,,,,,,,,,,,,,*/ʃˈiə̯/,,,,,*/n̪ˈyə̯/,,,,,,,,,*/vˈiə̯/,,,,,,,,,,,,,,,,,*/ˌepˈeə̯/,,,,,,,,,,,,,,,,,,,,,,,*/plwˈɛə̯/,*/bˈajə̯/,,,,,,,,,,,,,,,,,,,*/rwˈɛə̯/,*/plˈajə̯/,*/rˈyə̯/,,,,,,,,,,,,,,,,,,,,,,,,,
R645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/fˌømjˈer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/pwˌẽn̪t̪ˈyrə/,,,,,,,,,,,,,,,,,,*/pwˈẽn̪t̪/,*/kwˈẽn̪/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/t̪ˌɛ̃ːmwˈẽn̪/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R649,,,*/ˌepˈin̪ə/,*/lˈiɲə/,,,,,,*/lˌimˈer/,,*/lˌiɲjˈeə̯/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˌyn̪ə/,,,,,,,*/fˌymˈer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/rˌasʲˈin̪ə/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/lˈyn̪ə/,,,,,,,,,,
R650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R651,,*/fˈẽn̪/,,,,,,,*/sʲˌẽŋkwɛˈẽn̪t̪ə/,,,,,,,,,,,,,,,,*/rˌɛzʲˈẽn̪/,,,,,,,,,,,,,,,,,,*/ˌɛ̃j̃ɲˈẽn̪sʲ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ʒɥˈẽn̪/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/pˌerˈẽn̪/,,,,,*/sˈẽn̪ʒə/,,,,,,,,,,,,,
R652,,,,,,,*/vˌilˈɛ̃n̪/,,,,,,,,,,,,,,,*/plˈɛ̃n̪/,*/plˈɛ̃n̪ə/,,,,*/ˌãn̪sˈɛ̃ɲə/,*/fˈɛ̃n̪t̪/,,,,,,,,,,,,,,,*/ˌɛ̃ɲˈẽn̪sʲ/,,,,,,,,,,,,,,,,,*/sˌɛ̃ɲˈør/,*/pˌɛ̃n̪t̪ˈyrə/,,,,,,,,,,,,,,,,,*/mˈɛ̃n̪/,*/ˈɛ̃mə/,,,,,,,,,,,,*/sˈɛ̃n̪t̪/,,,,,,,,,,,,,*/sˌɛ̃n̪t̪ʲjˈe/,,,,,,,,,,,,,,,,,*/fˌũn̪t̪ˈɛ̃n̪ə/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/plˈɛ̃n̪d̪rə/,,,,,,,,,,,,,,,,*/fˈɛ̃n̪/,,,,,,,,,,,,*/bˈɛ̃n̪/,*/bˈɛ̃n̪sʲ/,,,
R653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/be̯ˈoːs/,,,,,,,,,,,,,,,,,,,,,,,,,,*/be̯ˌoːt̪ˈe/,,,,,,,,,,,,,*/ˈoːbə/,,,,,,,,*/pˈoːs/,,,,,,,,,*/ˈoːsʲ/,,,,,,,,,,*/sˌoːt̪ˈer/,,,,*/ˌãɲe̯ˈoːs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/wˌɛze̯ˈoːs/,,*/t̪ˈoːpə/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˈoːt̪rə/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/sə̯e̯ˈoːs/,*/flˌaje̯ˈoːs/,,*/ʒˈoːn̪ə/,,,,,,,,,,,,,,,,,,,,,*/ˈoːmə/,*/ˈoːmə/,,,,,,
R655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/bə̯ˈoːs/,,,,,,,,,,,,,,,,,,,,,,,,,,*/bə̯ˌoːt̪ˈe/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˌãɲə̯ˈoːs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/wˌɛzə̯ˈoːs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/sə̯ə̯ˈoːs/,*/flˌajə̯ˈoːs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R656,,,,,,,,,,,,*/lˌiɲˈeə̯/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/vˌɛʎˈer/,,,,,,,,,,,,,,,,,,,*/mˌãn̪ʒˈer/,*/ʃˈer/,*/ʃˈerə/,,,,,,,,,,,,,,,,,,*/pˌaʎˈer/,,*/sˌɛ̃n̪t̪ʲˈe/,,,,,,,,,,,,,,,,,,,,,,,*/kˌũɲˈeə̯/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/pˌyrʒˈer/,,,,*/ɥˌisʲˈer/,*/ˌefrɥˌit̪ʲˈer/,,,,,,,,,,,,,,,,,*/ʃˈef/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/lˌɛsʲˈer/,,*/t̪rˌɛt̪ʲˈer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R657,,,,,*/fˈis/,,,,*/sˌẽŋkwɛˈẽn̪t̪ə/,,*/fˌisˈɛlə/,,,,,,,,,,,,,*/sˈirə/,*/rˌɛzˈẽn̪/,,,,,,,,,,,,,,,,*/vjˈøs/,,*/ˌɛ̃ɲˈẽn̪s/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˈoːs/,,,,,,,,,,,,,,,*/sˌɛ̃n̪t̪ˈe/,,,,,,,,,,*/jˈøs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/n̪wˈɛs/,,,,,,,,,,,,,*/pˌysˈɛlə/,*/ɥˌisˈer/,*/ˌefrɥˌit̪ˈer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/sˌit̪ˈe/,,,,,,,,,,,*/rˌasˈin̪ə/,,,,,,,,,,,,,*/fˈɔrsə/,,*/prˈis/,,,,,,,,,,,,,,,,,,,,,,*/sˈãn̪t̪/,*/rˈũn̪sə/,,*/plˌɛzˈir/,*/pwˈɛs/,*/fˈasə/,*/brˈas/,,,,,,*/sˈɛrklə/,,,,,,*/lˌɛsˈer/,,*/t̪rˌɛt̪ˈer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/bˈɛ̃n̪s/,,,
R658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˌefrˌit̪ˈer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/pwˌɛ̃n̪t̪ˈyrə/,,,,,,,,,,,,,,,,,,*/pwˈɛ̃n̪t̪/,*/kwˈɛ̃n̪/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/t̪ˌɛ̃ːmwˈɛ̃n̪/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
